,Year,State,state_mw,state_mw_2020,fed_mw,fed_mw_2020,effective_mw,effective_mw_2020,prisoner_count,state_population,violent_crime,murder,robbery,burglary,incarceration_rate,rate_rank,avg_rate_of_year,viol_crime_rate
135,2003,Oklahoma,2.0,2.81,5.15,7.24,5.15,7.24,22688.0,3506469.0,17758.0,206.0,3224.0,34846.0,0.006470327,High,0.0039382335,0.005064354
136,2003,Oregon,6.9,9.7,5.15,7.24,6.9,9.7,12207.0,3564330.0,10506.0,68.0,2847.0,28562.0,0.0034247672,Medium,0.0039382335,0.0029475386
137,2003,Pennsylvania,5.15,7.24,5.15,7.24,5.15,7.24,40879.0,12370761.0,49210.0,647.0,17980.0,53918.0,0.0033044855,Medium,0.0039382335,0.0039779283
138,2003,Rhode Island,6.15,8.65,5.15,7.24,6.15,8.65,3576.0,1076084.0,3074.0,25.0,830.0,5524.0,0.0033231606,Medium,0.0039382335,0.0028566543
139,2003,South Carolina,0.0,0.0,5.15,7.24,5.15,7.24,22942.0,4148744.0,33455.0,303.0,5801.0,43993.0,0.0055298666,High,0.0039382335,0.008063886
140,2003,South Dakota,5.15,7.24,5.15,7.24,5.15,7.24,3019.0,764905.0,1329.0,10.0,104.0,2878.0,0.0039468952,Medium,0.0039382335,0.0017374706
141,2003,Tennessee,0.0,0.0,5.15,7.24,5.15,7.24,19141.0,5845208.0,40409.0,396.0,9413.0,63323.0,0.0032746482,Medium,0.0039382335,0.006913184
142,2003,Texas,5.15,7.24,5.15,7.24,5.15,7.24,153056.0,22103374.0,122246.0,1422.0,37017.0,219877.0,0.006924554,High,0.0039382335,0.005530649
143,2003,Utah,5.15,7.24,5.15,7.24,5.15,7.24,4623.0,2352119.0,5889.0,60.0,1258.0,16961.0,0.0019654618,Low,0.0039382335,0.0025036999
144,2003,Vermont,6.25,8.79,5.15,7.24,6.25,8.79,1491.0,619343.0,707.0,15.0,62.0,3017.0,0.0024073897,Low,0.0039382335,0.0011415322
145,2003,Virginia,5.15,7.24,5.15,7.24,5.15,7.24,30915.0,7365284.0,20490.0,416.0,6713.0,29105.0,0.004197394,Medium,0.0039382335,0.0027819702
146,2003,Washington,7.01,9.85,5.15,7.24,7.01,9.85,16227.0,6131298.0,21272.0,182.0,5718.0,58271.0,0.0026465848,Low,0.0039382335,0.0034694122
147,2003,West Virginia,5.15,7.24,5.15,7.24,5.15,7.24,3790.0,1811440.0,4627.0,73.0,701.0,10498.0,0.002092258,Low,0.0039382335,0.0025543214
148,2003,Wisconsin,5.15,7.24,5.15,7.24,5.15,7.24,22153.0,5474290.0,12104.0,183.0,4397.0,26546.0,0.004046735,Medium,0.0039382335,0.002211063
149,2003,Wyoming,5.15,7.24,5.15,7.24,5.15,7.24,1630.0,502111.0,1314.0,14.0,84.0,2611.0,0.003246294,Medium,0.0039382335,0.0026169512
150,2004,Alabama,0.0,0.0,5.15,7.05,5.15,7.05,25635.0,4525375.0,19324.0,254.0,6042.0,44666.0,0.005664724,High,0.003959318,0.0042701433
151,2004,Alaska,7.15,9.79,5.15,7.05,7.15,9.79,4534.0,657755.0,4159.0,37.0,447.0,3773.0,0.006893144,High,0.003959318,0.0063230232
152,2004,Arizona,0.0,0.0,5.15,7.05,5.15,7.05,32384.0,5739879.0,28952.0,414.0,7721.0,56885.0,0.0056419307,High,0.003959318,0.0050440086
