,state_mw,state_mw,viol_crime_scaled,viol_crime_scaled,incar_rate_scaled,incar_rate_scaled
,mean,median,mean,median,mean,median
cluster,,,,,,
dark purple,5.249361,5.15,0.3685543150378433,0.3118798369541764,0.3773521995644568,0.38017057813704014
pink,7.496545,7.25,0.35920516460898294,0.32862380612641573,0.38125276335553604,0.36288443952798843
purple,0.60365856,0.0,0.5176503112827374,0.5044008605182171,0.47853651165023325,0.48715705052018166
